WORD,POS,FREQ,RANK
青花,Na,47, 85.37
長,Na,47, 85.37
肝硬化,Na,47, 85.38
妓女,Na,47, 85.39
西瓜,Na,47, 85.39
自尊,Na,47, 85.39
有錢人,Na,47, 85.40
年畫,Na,47, 85.40
夸克,Na,47, 85.40
地盤,Na,47, 85.40
份,Na,47, 85.40
交響樂團,Na,47, 85.40
石化,Na,47, 85.41
生化,Na,47, 85.41
玉器,Na,47, 85.41
水溝,Na,47, 85.42
毛巾,Na,47, 85.42
日光,Na,47, 85.42
文藝復興,Na,47, 85.42
文憑,Na,47, 85.42
工讀生,Na,47, 85.43
小屋,Na,47, 85.43
鷹,Na,46, 85.44
變異,Na,46, 85.44
讀書會,Na,46, 85.44
麵,Na,46, 85.44
鏡,Na,46, 85.44
翻譯,Na,46, 85.45
賽,Na,46, 85.45
燕子,Na,46, 85.46
學識,Na,46, 85.46
論,Na,46, 85.46
影,Na,46, 85.47
綱領,Na,46, 85.47
漏洞,Na,46, 85.47
旗幟,Na,46, 85.47
經濟學,Na,46, 85.47
盟軍,Na,46, 85.48
感觸,Na,46, 85.48
募款,Na,46, 85.48
亂象,Na,46, 85.48
黑洞,Na,46, 85.48
隊長,Na,46, 85.49
開銷,Na,46, 85.49
掌,Na,46, 85.49
野狼,Na,46, 85.49
統獨,Na,46, 85.50
淵源,Na,46, 85.50
晚,Nf,46, 85.50
排球,Na,46, 85.50
排行榜,Na,46, 85.51
張力,Na,46, 85.51
動脈,Na,46, 85.52
副總裁,Na,46, 85.52
高壓,Na,46, 85.52
迴響,Na,46, 85.52
草叢,Na,46, 85.52
爹,Na,46, 85.53
海邊,Na,46, 85.53
消費性,Na,46, 85.53
庭院,Na,46, 85.53
軌跡,Na,46, 85.53
研習營,Na,46, 85.53
砂石車,Na,46, 85.53
前科,Na,46, 85.54
知性,Na,46, 85.55
舌頭,Na,46, 85.56
自行車,Na,46, 85.56
考古學家,Na,46, 85.56
老太婆,Na,46, 85.56
木板,Na,46, 85.58
文革,Na,46, 85.58
手錶,Na,46, 85.58
手帕,Na,46, 85.58
天候,Na,46, 85.59
公信力,Na,46, 85.59
中文字,Na,46, 85.59
聽覺,Na,45, 85.60
警探,Na,45, 85.60
蘇聯隊,Na,45, 85.60
櫥窗,Na,45, 85.61
謎,Na,45, 85.61
臉頰,Na,45, 85.61
磚,Na,45, 85.61
箱,Nf,45, 85.62
模具,Na,45, 85.62
廟宇,Na,45, 85.62
銀,Na,45, 85.62
誤會,Na,45, 85.63
臺,Na,45, 85.63
網路卡,Na,45, 85.63
漢子,Na,45, 85.63
榮耀,Na,45, 85.63
話語,Na,45, 85.64
腹,Na,45, 85.64
聖火,Na,45, 85.64
罪名,Na,45, 85.64
盞,Nf,45, 85.64
新型,Na,45, 85.64
鈣,Na,45, 85.65
視力,Na,45, 85.65
割禮,Na,45, 85.66
頂,Nf,45, 85.66
盒子,Na,45, 85.66
深山,Na,45, 85.67
教職,Na,45, 85.67
婦運,Na,45, 85.67
草坪,Na,45, 85.68
航權,Na,45, 85.68
神父,Na,45, 85.68
病友,Na,45, 85.68
核,Na,45, 85.68
剖析,Na,45, 85.69
胡琴,Na,45, 85.69
省主席,Na,45, 85.69
花費,Na,45, 85.70
空調,Na,45, 85.70
明月,Na,45, 85.70
房舍,Na,45, 85.71
兒,Na,45, 85.71
使命感,Na,45, 85.71
助力,Na,45, 85.71
自覺,Na,45, 85.72
百分比,Na,45, 85.72
名將,Na,45, 85.73
名家,Na,45, 85.73
企圖心,Na,45, 85.73
石器,Na,45, 85.73
用水,Na,45, 85.73
生態系,Na,45, 85.73
平民,Na,45, 85.74
奶,Na,45, 85.74
外資,Na,45, 85.74
日人,Na,45, 85.74
仁,Na,45, 85.75
山路,Na,45, 85.76
上天,Na,45, 85.76
權責,Na,44, 85.76
蘭花,Na,44, 85.76
醫,Na,44, 85.77
斷層,Na,44, 85.77
點子,Na,44, 85.77
機緣,Na,44, 85.77
戰術,Na,44, 85.78
輪廓,Na,44, 85.78
標示,Na,44, 85.78
說明書,Na,44, 85.78
預期,Na,44, 85.79
極限,Na,44, 85.79
紫外線,Na,44, 85.80
朝野,Na,44, 85.80
喉嚨,Na,44, 85.80
採訪,Na,44, 85.81
骨,Na,44, 85.81
祖父,Na,44, 85.82
疼痛,Na,44, 85.82
狹義,Na,44, 85.82
時,Nf,44, 85.82
扇,Nf,44, 85.82
宮殿,Na,44, 85.82
風采,Na,44, 85.83
面目,Na,44, 85.83
相,Na,44, 85.83
珊瑚,Na,44, 85.83
政見,Na,44, 85.84
前瞻性,Na,44, 85.84
版畫,Na,44, 85.84
底片,Na,44, 85.85
身分證,Na,44, 85.85
災,Na,44, 85.85
形容詞,Na,44, 85.86
序幕,Na,44, 85.86
序列,Na,44, 85.86
冷戰,Na,44, 85.86
考卷,Na,44, 85.86
老闆娘,Na,44, 85.86
成見,Na,44, 85.87
寺,Na,44, 85.87
名人,Na,44, 85.87
本錢,Na,44, 85.88
仙,Na,44, 85.88
火力,Na,44, 85.88
水晶,Na,44, 85.88
水流,Na,44, 85.88
手勢,Na,44, 85.89
分別,Na,44, 85.89
山坡地,Na,44, 85.89
大臣,Na,44, 85.90
體能,Na,43, 85.91
屬下,Na,43, 85.91
觸角,Na,43, 85.91
關連,Na,43, 85.91
藝術史,Na,43, 85.92
職業婦女,Na,43, 85.92
禮品,Na,43, 85.92
聲望,Na,43, 85.92
聲光,Na,43, 85.92
鋼筋,Na,43, 85.93
論述,Na,43, 85.93
調查員,Na,43, 85.93
廚師,Na,43, 85.94
說詞,Na,43, 85.95
禍,Na,43, 85.95
團長,Na,43, 85.95
電器,Na,43, 85.95
電路,Na,43, 85.95
溪水,Na,43, 85.96
傷,Na,43, 85.96
陽,Na,43, 85.96
跑道,Na,43, 85.97
筆觸,Na,43, 85.97
款項,Na,43, 85.97
尊,Nf,43, 85.97
軟片,Na,43, 85.98
責任感,Na,43, 85.98
梅花,Na,43, 85.98
排名,Na,43, 85.98
掃瞄器,Na,43, 85.98
國寶,Na,43, 85.99
鬼神,Na,43, 85.99
高學歷,Na,43, 85.99
海鮮,Na,43, 86.00
唇,Na,43, 86.00
眉毛,Na,43, 86.01
室友,Na,43, 86.01
信箱,Na,43, 86.01
花兒,Na,43, 86.01
版面,Na,43, 86.02
居家,Na,43, 86.02
孤兒,Na,43, 86.02
併發症,Na,43, 86.03
良知,Na,43, 86.03
肝病,Na,43, 86.03
杜鵑,Na,43, 86.03
伴侶,Na,43, 86.03
位元,Na,43, 86.03
灰,Na,43, 86.03
地質,Na,43, 86.04
刑事,Na,43, 86.04
光電,Na,43, 86.04
企圖,Na,43, 86.05
用處,Na,43, 86.05
用具,Na,43, 86.05
生產線,Na,43, 86.05
牛郎,Na,43, 86.05
水墨畫,Na,43, 86.05
比喻,Na,43, 86.06
反對黨,Na,43, 86.06
公克,Nf,43, 86.06
中年人,Na,43, 86.06
才藝,Na,43, 86.06
山羊,Na,43, 86.06
子宮,Na,43, 86.06
十二指腸,Na,43, 86.07
刀,Nf,43, 86.07
二胡,Na,43, 86.07
bit,Na,43, 86.07
罐頭,Na,42, 86.07
籤,Na,42, 86.08
續集,Na,42, 86.08
攝影師,Na,42, 86.08
轉機,Na,42, 86.08
禮服,Na,42, 86.09
獵物,Na,42, 86.09
聲浪,Na,42, 86.09
療效,Na,42, 86.09
褲子,Na,42, 86.10
機組,Na,42, 86.10
導盲犬,Na,42, 86.10
學運,Na,42, 86.10
盤子,Na,42, 86.10
獎品,Na,42, 86.10
數值,Na,42, 86.10
德國人,Na,42, 86.11
廢物,Na,42, 86.11
層級,Na,42, 86.11
嘴唇,Na,42, 86.11
精品,Na,42, 86.11
歌星,Na,42, 86.11
截,Nf,42, 86.11
幕,Na,42, 86.11
實況,Na,42, 86.12
預賽,Na,42, 86.12
董監事,Na,42, 86.12
意味,Na,42, 86.12
嫌疑,Na,42, 86.12
買方,Na,42, 86.13
球迷,Na,42, 86.14
情誼,Na,42, 86.14
專員,Na,42, 86.14
國界,Na,42, 86.14
圈子,Na,42, 86.14
高中生,Na,42, 86.15
脈動,Na,42, 86.15
烏龜,Na,42, 86.15
害,Na,42, 86.15
厝,Na,42, 86.16
原住民族,Na,42, 86.16
原文,Na,42, 86.16
約會,Na,42, 86.16
紀錄片,Na,42, 86.16
紀念品,Na,42, 86.16
紅外線,Na,42, 86.16
科研,Na,42, 86.16
界線,Na,42, 86.17
後現代,Na,42, 86.17
宣言,Na,42, 86.17
哈薩克人,Na,42, 86.17
品種,Na,42, 86.17
勇士,Na,42, 86.17
門禁,Na,42, 86.18
金融股,Na,42, 86.18
表徵,Na,42, 86.18
狀,Na,42, 86.18
油煙,Na,42, 86.18
油品,Na,42, 86.18
法國人,Na,42, 86.18
房地,Na,42, 86.18
姐妹,Na,42, 86.18
事蹟,Na,42, 86.19
利害,Na,42, 86.19
老朋友,Na,42, 86.20
名氣,Na,42, 86.20
皮包,Na,42, 86.20
生計,Na,42, 86.20
生平,Na,42, 86.20
必要性,Na,42, 86.20
巨星,Na,42, 86.20
外套,Na,42, 86.20
父權,Na,42, 86.21
水域,Na,42, 86.21
日文,Na,42, 86.21
天然氣,Na,42, 86.21
分裂句,Na,42, 86.22
分析師,Na,42, 86.22
中,Na,42, 86.22
不幸,Na,42, 86.22
小人,Na,42, 86.23
體溫,Na,41, 86.24
戀情,Na,41, 86.24
讀書人,Na,41, 86.24
韻律,Na,41, 86.24
關頭,Na,41, 86.24
總醫院,Na,41, 86.24
檔,Nf,41, 86.24
螢光幕,Na,41, 86.25
壁畫,Na,41, 86.25
篇幅,Na,41, 86.25
潛意識,Na,41, 86.25
模範,Na,41, 86.26
樣,Na,41, 86.26
誘因,Na,41, 86.27
製造商,Na,41, 86.27
態勢,Na,41, 86.27
電報,Na,41, 86.27
路途,Na,41, 86.27
落葉,Na,41, 86.28
概況,Na,41, 86.28
黑熊,Na,41, 86.28
街廓,Na,41, 86.28
發言,Na,41, 86.28
犀牛角,Na,41, 86.29
渾身,Na,41, 86.29
眼皮,Na,41, 86.29
梯次,Na,41, 86.30
教育局長,Na,41, 86.30
執行長,Na,41, 86.30
國三,Na,41, 86.31
副秘書長,Na,41, 86.31
偏見,Na,41, 86.31
胸襟,Na,41, 86.31
神態,Na,41, 86.31
海浪,Na,41, 86.31
書架,Na,41, 86.31
座標系,Na,41, 86.32
家家戶戶,Na,41, 86.32
飛行傘,Na,41, 86.32
風土,Na,41, 86.32
胎兒,Na,41, 86.33
省議員,Na,41, 86.33
政變,Na,41, 86.33
後市,Na,41, 86.33
阿媽,Na,41, 86.34
社運,Na,41, 86.34
法商,Na,41, 86.34
亞軍,Na,41, 86.35
身手,Na,41, 86.35
豆腐,Na,41, 86.35
村長,Na,41, 86.35
技術性,Na,41, 86.35
尿,Na,41, 86.35
有心人,Na,41, 86.36
年會,Na,41, 86.36
字形,Na,41, 86.36
名勝,Na,41, 86.36
交情,Na,41, 86.36
白兔,Na,41, 86.36
本,Na,41, 86.37
市價,Na,41, 86.37
台灣史,Na,41, 86.37
日圓,Na,41, 86.38
中國話,Na,41, 86.38
子宮頸癌,Na,41, 86.38
口碑,Na,41, 86.39
人和,Na,41, 86.39
讀物,Na,40, 86.40
籌備會,Na,40, 86.40
鮮血,Na,40, 86.40
激情,Na,40, 86.41
論調,Na,40, 86.41
稻田,Na,40, 86.41
輕子,Na,40, 86.42
管理員,Na,40, 86.42
實業,Na,40, 86.42
路燈,Na,40, 86.42
敬意,Na,40, 86.43
意境,Na,40, 86.43
距,Na,40, 86.44
買盤,Na,40, 86.44
琵琶,Na,40, 86.44
款,Na,40, 86.44
棲息地,Na,40, 86.44
期貨,Na,40, 86.44
惡夢,Na,40, 86.44
勝負,Na,40, 86.45
造價,Na,40, 86.45
蛋白,Na,40, 86.45
產品線,Na,40, 86.45
彩繪,Na,40, 86.46
彩虹,Na,40, 86.46
國劇,Na,40, 86.46
國防部長,Na,40, 86.46
區段,Na,40, 86.46
副理,Na,40, 86.46
神像,Na,40, 86.47
祖母,Na,40, 86.47
病理,Na,40, 86.47
琉璃,Na,40, 86.47
消息面,Na,40, 86.47
格調,Na,40, 86.47
容器,Na,40, 86.47
原意,Na,40, 86.48
首席,Na,40, 86.48
風浪,Na,40, 86.48
美人,Na,40, 86.48
科,Na,40, 86.48
省長,Na,40, 86.48
牲口,Na,40, 86.49
指揮官,Na,40, 86.49
保育法,Na,40, 86.50
信用狀,Na,40, 86.50
物資,Na,40, 86.50
東方人,Na,40, 86.50
性慾,Na,40, 86.50
府,Na,40, 86.51
店家,Na,40, 86.51
車種,Na,40, 86.51
車牌,Na,40, 86.51
肝臟,Na,40, 86.51
卵,Na,40, 86.51
位移,Na,40, 86.52
衣物,Na,40, 86.52
自尊心,Na,40, 86.52
自主權,Na,40, 86.52
老爺,Na,40, 86.52
曲線,Na,40, 86.53
收藏家,Na,40, 86.53
收益,Na,40, 86.53
式樣,Na,40, 86.53
年資,Na,40, 86.53
宅院,Na,40, 86.53
名冊,Na,40, 86.53
列,Na,40, 86.53
共犯,Na,40, 86.54
石塊,Na,40, 86.54
民家,Na,40, 86.54
巧克力,Na,40, 86.54
外遇,Na,40, 86.54
世界級,Na,40, 86.54
文化財,Na,40, 86.54
天賦,Na,40, 86.54
公告,Na,40, 86.55
元件,Na,40, 86.55
中英文,Na,40, 86.55
人命,Na,40, 86.56
顯微鏡,Na,39, 86.57
籠子,Na,39, 86.57
警,Na,39, 86.57
關鍵性,Na,39, 86.57
雙眼,Na,39, 86.57
豐年祭,Na,39, 86.58
幫派,Na,39, 86.58
龍頭,Na,39, 86.58
鴨子,Na,39, 86.58
館藏,Na,39, 86.58
餐桌,Na,39, 86.58
餐具,Na,39, 86.58
頭目,Na,39, 86.59
錄取率,Na,39, 86.59
錢財,Na,39, 86.59
親屬,Na,39, 86.59
縣議員,Na,39, 86.59
褐色,Na,39, 86.60
盤面,Na,39, 86.60
毅力,Na,39, 86.60
樣式,Na,39, 86.60
福音,Na,39, 86.60
磁碟,Na,39, 86.60
電波,Na,39, 86.61
道士,Na,39, 86.61
葉片,Na,39, 86.61
煙火,Na,39, 86.61
業務員,Na,39, 86.62
傻瓜,Na,39, 86.62
開水,Na,39, 86.62
著作權法,Na,39, 86.63
答覆,Na,39, 86.63
湖泊,Na,39, 86.63
魚兒,Na,39, 86.64
貧富,Na,39, 86.64
終端機,Na,39, 86.64
眷屬,Na,39, 86.64
圈,Na,39, 86.65
副主任,Na,39, 86.65
高爾夫,Na,39, 86.65
庭園,Na,39, 86.66
家,Na,39, 86.66
某人,Na,39, 86.67
染色體,Na,39, 86.67
星球,Na,39, 86.67
建商,Na,39, 86.68
建言,Na,39, 86.68
厚度,Na,39, 86.68
門戶,Na,39, 86.68
金色,Na,39, 86.68
盲人,Na,39, 86.69
杯,Na,39, 86.69
枝葉,Na,39, 86.69
性向,Na,39, 86.69
延異,Na,39, 86.69
周年,Nf,39, 86.69
車隊,Na,39, 86.70
序,Na,39, 86.70
含量,Na,39, 86.70
佈告欄,Na,39, 86.70
血統,Na,39, 86.70
色澤,Na,39, 86.71
老一輩,Na,39, 86.71
汗水,Na,39, 86.71
收藏,Na,39, 86.71
收支,Na,39, 86.71
先鋒,Na,39, 86.72
任期,Na,39, 86.72
汁,Na,39, 86.72
民法,Na,39, 86.72
幼童,Na,39, 86.72
市容,Na,39, 86.72
外貿,Na,39, 86.72
半島,Na,39, 86.73
世俗,Na,39, 86.73
月刊,Na,39, 86.73
日語,Na,39, 86.73
天鵝,Na,39, 86.73
公公,Na,39, 86.73
子系統,Na,39, 86.74
女子組,Na,39, 86.74
大觀,Na,39, 86.74
三角,Na,39, 86.74
二次大戰,Na,39, 86.75
鹼基,Na,38, 86.75
罐,Nf,38, 86.75
爐,Na,38, 86.76
邊,Na,38, 86.76
鵝,Na,38, 86.76
蹤影,Na,38, 86.76
謠言,Na,38, 86.77
總編輯,Na,38, 86.77
澡,Na,38, 86.77
歷史性,Na,38, 86.77
器,Na,38, 86.77
鋤頭,Na,38, 86.77
磅,Nf,38, 86.78
熱量,Na,38, 86.78
樣品,Na,38, 86.78
敵,Na,38, 86.78
寬度,Na,38, 86.78
墳墓,Na,38, 86.78
誤差,Na,38, 86.78
翡翠,Na,38, 86.78
管,Na,38, 86.78
漁業,Na,38, 86.79
演奏會,Na,38, 86.79
演奏家,Na,38, 86.79
實物,Na,38, 86.79
電線,Na,38, 86.79
道義,Na,38, 86.79
農保,Na,38, 86.79
號,Na,38, 86.80
會員國,Na,38, 86.80
新詩,Na,38, 86.80
搖滾,Na,38, 86.80
傷痕,Na,38, 86.80
稅收,Na,38, 86.81
猴,Na,38, 86.81
棒,Nf,38, 86.81
雪地,Na,38, 86.81
野狗,Na,38, 86.81
蛋糕,Na,38, 86.82
莖,Na,38, 86.82
第四台,Na,38, 86.82
產值,Na,38, 86.82
帳篷,Na,38, 86.82
售貨員,Na,38, 86.82
區別,Na,38, 86.82
記憶力,Na,38, 86.83
祖廟,Na,38, 86.83
特教,Na,38, 86.83
桌上型,Na,38, 86.83
料理,Na,38, 86.84
娘,Na,38, 86.84
套房,Na,38, 86.84
夏令營,Na,38, 86.84
風雨,Na,38, 86.84
面具,Na,38, 86.84
限度,Na,38, 86.84
重力,Na,38, 86.84
胃口,Na,38, 86.84
耐性,Na,38, 86.85
界面,Na,38, 86.85
洗禮,Na,38, 86.85
流量,Na,38, 86.85
流星,Na,38, 86.85
星雲,Na,38, 86.85
星光,Na,38, 86.86
政,Na,38, 86.86
品德,Na,38, 86.86
金權,Na,38, 86.86
肥皂,Na,38, 86.86
社論,Na,38, 86.86
知,Na,38, 86.87
泡沫,Na,38, 86.87
房,Nf,38, 86.87
忠孝,Na,38, 86.87
底,Na,38, 86.87
協理,Na,38, 86.88
兔子,Na,38, 86.88
乳酪,Na,38, 86.88
志向,Na,38, 86.88
作息,Na,38, 86.88
行徑,Na,38, 86.89
老頭,Na,38, 86.89
次級,Na,38, 86.89
字體,Na,38, 86.90
吉他,Na,38, 86.90
危樓,Na,38, 86.90
全方位,Na,38, 86.90
民歌,Na,38, 86.90
水位,Na,38, 86.91
中華隊,Na,38, 86.92
一致性,Na,38, 86.92
證照,Na,37, 86.93
雙筒,Na,37, 86.93
雙胞胎,Na,37, 86.93
嬸,Na,37, 86.94
餐會,Na,37, 86.94
學年度,Na,37, 86.94
鴉片,Na,37, 86.95
質子,Na,37, 86.95
賠償,Na,37, 86.95
蝦,Na,37, 86.95
廢土,Na,37, 86.95
需求量,Na,37, 86.96
舞團,Na,37, 86.96
磁碟機,Na,37, 86.96
弊案,Na,37, 86.97
夢境,Na,37, 86.97
解答,Na,37, 86.97
補償費,Na,37, 86.97
葫蘆,Na,37, 86.97
照相機,Na,37, 86.97
新秀,Na,37, 86.98
傳真機,Na,37, 86.98
進口,Na,37, 86.98
貂,Na,37, 86.99
菸,Na,37, 86.99
發起人,Na,37, 86.99
畫布,Na,37, 86.99
單項,Na,37, 87.00
創辦人,Na,37, 87.00
責,Na,37, 87.00
術語,Na,37, 87.00
球賽,Na,37, 87.00
區域性,Na,37, 87.01
動詞組,Na,37, 87.01
馬車,Na,37, 87.01
馬力,Na,37, 87.01
配件,Na,37, 87.01
桂花,Na,37, 87.01
書展,Na,37, 87.01
書刊,Na,37, 87.01
峽谷,Na,37, 87.02
借鏡,Na,37, 87.02
首飾,Na,37, 87.02
美容,Na,37, 87.02
政局,Na,37, 87.03
前世,Na,37, 87.03
狐狸,Na,37, 87.03
足,Na,37, 87.04
快艇,Na,37, 87.04
自營商,Na,37, 87.05
死刑,Na,37, 87.05
光源,Na,37, 87.06
企業體,Na,37, 87.06
皮鞋,Na,37, 87.06
水鳥,Na,37, 87.07
日幣,Na,37, 87.07
手藝,Na,37, 87.07
手掌,Na,37, 87.07
分局長,Na,37, 87.08
中級,Na,37, 87.08
中文版,Na,37, 87.08
大餐,Na,37, 87.08
口才,Na,37, 87.09
人頭,Na,37, 87.09
人緣,Na,37, 87.09
A片,Na,37, 87.09
纜車,Na,36, 87.10
籤詩,Na,36, 87.10
攝影機,Na,36, 87.10
黨派,Na,36, 87.10
關,Nf,36, 87.11
額頭,Na,36, 87.11
職權,Na,36, 87.11
隱憂,Na,36, 87.12
賽車,Na,36, 87.12
聲調,Na,36, 87.12
選擇性,Na,36, 87.12
輸入法,Na,36, 87.12
燈塔,Na,36, 87.12
整數,Na,36, 87.13
學務長,Na,36, 87.13
學派,Na,36, 87.13
器具,Na,36, 87.13
影本,Na,36, 87.13
廟會,Na,36, 87.13
遠見,Na,36, 87.13
語彙,Na,36, 87.14
綠蠵龜,Na,36, 87.14
漲勢,Na,36, 87.14
演算法,Na,36, 87.14
槍,Nf,36, 87.14
實用性,Na,36, 87.14
圖樣,Na,36, 87.14
零食,Na,36, 87.14
電算,Na,36, 87.15
農作物,Na,36, 87.15
裝潢,Na,36, 87.15
腸胃,Na,36, 87.15
聖人,Na,36, 87.15
奧運會,Na,36, 87.15
園遊會,Na,36, 87.16
援手,Na,36, 87.16
寓言,Na,36, 87.16
寒風,Na,36, 87.16
連續劇,Na,36, 87.17
梅花鹿,Na,36, 87.17
斜坡,Na,36, 87.17
教務長,Na,36, 87.17
國一,Na,36, 87.17
副總理,Na,36, 87.18
高點,Na,36, 87.18
高檔,Na,36, 87.18
病床,Na,36, 87.18
柴,Na,36, 87.18
根基,Na,36, 87.18
校地,Na,36, 87.18
時速,Na,36, 87.18
宴會,Na,36, 87.19
家境,Na,36, 87.19
原野,Na,36, 87.19
津貼,Na,36, 87.19
信義,Na,36, 87.20
青春期,Na,36, 87.20
花瓶,Na,36, 87.20
花紋,Na,36, 87.20
盲點,Na,36, 87.20
牧師,Na,36, 87.20
泥沙,Na,36, 87.21
果樹,Na,36, 87.21
姑姑,Na,36, 87.21
呼聲,Na,36, 87.21
券商,Na,36, 87.21
來信,Na,36, 87.21
例外,Na,36, 87.21
事兒,Na,36, 87.22
車道,Na,36, 87.22
身價,Na,36, 87.22
見證,Na,36, 87.22
決議案,Na,36, 87.22
血尿,Na,36, 87.22
肉類,Na,36, 87.22
成績單,Na,36, 87.23
成交值,Na,36, 87.23
字母,Na,36, 87.23
好漢,Na,36, 87.24
地景,Na,36, 87.24
名言,Na,36, 87.24
先導性,Na,36, 87.24
白斑,Na,36, 87.24
生殖器,Na,36, 87.24
打扮,Na,36, 87.24
主食,Na,36, 87.25
火花,Na,36, 87.25
水災,Na,36, 87.25
氏族,Na,36, 87.25
心理學家,Na,36, 87.25
反面,Na,36, 87.25
分句,Na,36, 87.25
工友,Na,36, 87.26
小妹,Na,36, 87.26
口吻,Na,36, 87.26
人壽,Na,36, 87.26
TEL,Na,36, 87.27
竊盜,Na,35, 87.27
欄位,Na,35, 87.27
寶物,Na,35, 87.27
饅頭,Na,35, 87.27
雛形,Na,35, 87.27
櫃子,Na,35, 87.28
癌細胞,Na,35, 87.28
險,Na,35, 87.28
燈火,Na,35, 87.28
戰亂,Na,35, 87.29
銷售量,Na,35, 87.29
調,Na,35, 87.29
線型,Na,35, 87.29
稻米,Na,35, 87.29
獎項,Na,35, 87.29
僵局,Na,35, 87.30
餅乾,Na,35, 87.30
罰款,Na,35, 87.30
磁片,Na,35, 87.30
運河,Na,35, 87.31
試,Na,35, 87.31
解析度,Na,35, 87.31
群島,Na,35, 87.31
罪惡,Na,35, 87.31
禁藥,Na,35, 87.32
獅,Na,35, 87.32
新儒家,Na,35, 87.32
新作,Na,35, 87.32
傳聞,Na,35, 87.32
開支,Na,35, 87.32
鄉愿,Na,35, 87.32
期末考,Na,35, 87.33
喇叭,Na,35, 87.33
盛名,Na,35, 87.34
教養,Na,35, 87.34
帳蓬,Na,35, 87.35
婦,Na,35, 87.35
高齡,Na,35, 87.35
高年級,Na,35, 87.35
針灸,Na,35, 87.35
酒會,Na,35, 87.35
財物,Na,35, 87.35
珠寶,Na,35, 87.36
班機,Na,35, 87.36
特產,Na,35, 87.36
海岸線,Na,35, 87.36
書桌,Na,35, 87.36
效,Na,35, 87.36
食慾,Na,35, 87.37
毒性,Na,35, 87.37
柳葉盤,Na,35, 87.37
怨言,Na,35, 87.37
後世,Na,35, 87.37
屋簷,Na,35, 87.38
保證金,Na,35, 87.38
阿婆,Na,35, 87.38
阿公,Na,35, 87.38
長髮,Na,35, 87.38
長跑,Na,35, 87.38
虎骨,Na,35, 87.38
泥,Na,35, 87.38
果汁,Na,35, 87.38
果,Na,35, 87.38
店鋪,Na,35, 87.39
定律,Na,35, 87.39
坦克,Na,35, 87.39
典型,Na,35, 87.39
肚,Na,35, 87.39
決定性,Na,35, 87.39
快感,Na,35, 87.40
尾盤,Na,35, 87.40
住民,Na,35, 87.40
西風,Na,35, 87.40
肉眼,Na,35, 87.41
曲,Na,35, 87.41
多樣性,Na,35, 87.41
地鐵,Na,35, 87.41
合理性,Na,35, 87.41
同鄉,Na,35, 87.41
同行,Na,35, 87.41
危險性,Na,35, 87.42
全球性,Na,35, 87.42
申請人,Na,35, 87.42
幼年,Na,35, 87.42
句式,Na,35, 87.42
主詞典,Na,35, 87.43
世事,Na,35, 87.43
片語,Na,35, 87.43
火鍋,Na,35, 87.43
水量,Na,35, 87.43
心肌,Na,35, 87.44
太子,Na,35, 87.44
分量,Na,35, 87.44
工運,Na,35, 87.44
大體,Na,35, 87.45
人情味,Na,35, 87.45
乙太,Na,35, 87.45
IPR,Na,35, 87.45
魔鬼,Na,34, 87.46
嚴重性,Na,34, 87.46
辭典,Na,34, 87.46
證人,Na,34, 87.46
職籃,Na,34, 87.47
禮節,Na,34, 87.47
聯想,Na,34, 87.47
爵士樂,Na,34, 87.47
營業員,Na,34, 87.47
餐盒,Na,34, 87.47
錢包,Na,34, 87.47
縣民,Na,34, 87.47
整合性,Na,34, 87.48
學家,Na,34, 87.48
噩夢,Na,34, 87.48
蝗蟲,Na,34, 87.48
箱子,Na,34, 87.48
窯,Na,34, 87.48
樓板,Na,34, 87.48
樓房,Na,34, 87.49
銀河,Na,34, 87.49
碳,Na,34, 87.49
甄選,Na,34, 87.49
僧,Na,34, 87.50
鼠,Na,34, 87.50
飼料,Na,34, 87.50
電燈,Na,34, 87.50
電源,Na,34, 87.50
資訊月,Na,34, 87.51
新臺幣,Na,34, 87.51
新生兒,Na,34, 87.51
新人類,Na,34, 87.51
愛人,Na,34, 87.51
開關,Na,34, 87.51
腎臟,Na,34, 87.52
景況,Na,34, 87.52
悲情,Na,34, 87.52
惡習,Na,34, 87.52
堤防,Na,34, 87.52
單字詞,Na,34, 87.52
荷蘭人,Na,34, 87.53
情治,Na,34, 87.54
彩,Na,34, 87.54
高峰會,Na,34, 87.54
配方,Na,34, 87.54
記,Nf,34, 87.55
茶壺,Na,34, 87.55
草莓,Na,34, 87.55
紙條,Na,34, 87.55
班次,Na,34, 87.55
特價,Na,34, 87.55
特技,Na,34, 87.55
特考,Na,34, 87.55
海鷗,Na,34, 87.55
浪花,Na,34, 87.55
香氣,Na,34, 87.56
風雲,Na,34, 87.56
風度,Na,34, 87.56
風水,Na,34, 87.56
重任,Na,34, 87.56
背心,Na,34, 87.56
美展,Na,34, 87.56
盆,Nf,34, 87.56
炮,Na,34, 87.56
派,Na,34, 87.57
柏油,Na,34, 87.57
挑戰性,Na,34, 87.57
後門,Na,34, 87.57
前身,Na,34, 87.58
金融業,Na,34, 87.58
空檔,Na,34, 87.58
知覺,Na,34, 87.58
玩偶,Na,34, 87.58
玩家,Na,34, 87.58
物力,Na,34, 87.58
版圖,Na,34, 87.58
服務生,Na,34, 87.59
命案,Na,34, 87.59
形體,Na,34, 87.60
住址,Na,34, 87.61
老爸,Na,34, 87.61
老少,Na,34, 87.61
竹竿,Na,34, 87.61
同儕,Na,34, 87.61
